"bat1","bat2","dyad","kinship","site1","site2","colony1","colony2"
"bat2","war-machine","bat2_war-machine",0,"zoo","tole","2014-colony","2017-colony"
"bat2","whimsey","bat2_whimsey",0,"zoo","zoo","2014-colony","2014-colony"
"bat2","winona","bat2_winona",0,"zoo","chorrera","2014-colony","2019-colony"
"bat2","zaria","bat2_zaria",0.0488,"zoo","zoo","2014-colony","2014-colony"
"bat2","zarison","bat2_zarison",0,"zoo","zoo","2014-colony","2014-colony"
"bat2","zelda","bat2_zelda",0,"zoo","chorrera","2014-colony","2019-colony"
"bat3","alicia","alicia_bat3",0,"zoo","chorrera","2014-colony","2019-colony"
"bat3","bat1","bat1_bat3",0.253,"zoo","zoo","2014-colony","2014-colony"
"bat3","bat2","bat2_bat3",0.4777,"zoo","zoo","2014-colony","2014-colony"
"bat3","bat4","bat3_bat4",0.4625,"zoo","zoo","2014-colony","2014-colony"
"bat3","bat5","bat3_bat5",0.2214,"zoo","zoo","2014-colony","2014-colony"
"bat3","bat6","bat3_bat6",0.349,"zoo","zoo","2014-colony","2014-colony"
"bat3","bat7","bat3_bat7",0.1504,"zoo","zoo","2014-colony","2014-colony"
"bat3","bella","bat3_bella",0.1252,"zoo","zoo","2014-colony","2014-colony"
"bat3","betty","bat3_betty",0,"zoo","tole","2014-colony","2019-colony"
"bat3","black-panther","bat3_black-panther",0,"zoo","tole","2014-colony","2017-colony"
"bat3","c","bat3_c",0,"zoo","tole","2014-colony","2017-colony"
"bat3","captain-america","bat3_captain-america",0,"zoo","tole","2014-colony","2017-colony"
"bat3","cat","bat3_cat",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat3","cc","bat3_cc",0,"zoo","tole","2014-colony","2017-colony"
"bat3","ccc","bat3_ccc",0,"zoo","tole","2014-colony","2017-colony"
"bat3","ccs","bat3_ccs",0,"zoo","tole","2014-colony","2017-colony"
"bat3","cd","bat3_cd",0,"zoo","tole","2014-colony","2017-colony"
"bat3","cerce","bat3_cerce",0.29,"zoo","zoo","2014-colony","2014-colony"
"bat3","cerceson","bat3_cerceson",0,"zoo","zoo","2014-colony","2014-colony"
"bat3","cindy","bat3_cindy",0,"zoo","tole","2014-colony","2019-colony"
"bat3","countess","bat3_countess",0.036,"zoo","zoo","2014-colony","2014-colony"
"bat3","cs","bat3_cs",0,"zoo","tole","2014-colony","2017-colony"
"bat3","csc","bat3_csc",0,"zoo","tole","2014-colony","2017-colony"
"bat3","d","bat3_d",0,"zoo","tole","2014-colony","2019-colony"
"bat3","daredevil","bat3_daredevil",0,"zoo","tole","2014-colony","2017-colony"
"bat3","dcd","bat3_dcd",0,"zoo","tole","2014-colony","2017-colony"
"bat3","dd","bat3_dd",0,"zoo","tole","2014-colony","2017-colony"
"bat3","ddd","bat3_ddd",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat3","ddld","bat3_ddld",0,"zoo","tole","2014-colony","2017-colony"
"bat3","desi","bat3_desi",0.1499,"zoo","zoo","2014-colony","2014-colony"
"bat3","dos","bat3_dos",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat3","dr","bat3_dr",0,"zoo","tole","2014-colony","2017-colony"
"bat3","dr-strange","bat3_dr-strange",0,"zoo","tole","2014-colony","2017-colony"
"bat3","ds","bat3_ds",0,"zoo","tole","2014-colony","2017-colony"
"bat3","esther","bat3_esther",0,"zoo","tole","2014-colony","2019-colony"
"bat3","eve","bat3_eve",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat3","falcon","bat3_falcon",0,"zoo","tole","2014-colony","2017-colony"
"bat3","flapper","bat3_flapper",0.1016,"zoo","zoo","2014-colony","2014-colony"
"bat3","fran","bat3_fran",0,"zoo","tole","2014-colony","2019-colony"
"bat3","fuschia","bat3_fuschia",0.0403,"zoo","zoo","2014-colony","2014-colony"
"bat3","gayle","bat3_gayle",0,"zoo","tole","2014-colony","2019-colony"
"bat3","gelfing","bat3_gelfing",0.0024,"zoo","zoo","2014-colony","2014-colony"
"bat3","green-arrow","bat3_green-arrow",0,"zoo","tole","2014-colony","2017-colony"
"bat3","gremlin","bat3_gremlin",0.284,"zoo","zoo","2014-colony","2014-colony"
"bat3","helsing","bat3_helsing",0.2688,"zoo","zoo","2014-colony","2014-colony"
"bat3","hera","bat3_hera",0,"zoo","tole","2014-colony","2019-colony"
"bat3","hilga","bat3_hilga",0,"zoo","tole","2014-colony","2017-colony"
"bat3","houdini","bat3_houdini",0.0645,"zoo","zoo","2014-colony","2014-colony"
"bat3","hulk","bat3_hulk",0,"zoo","tole","2014-colony","2017-colony"
"bat3","irma","bat3_irma",0,"zoo","lake.bayano","2014-colony","2019-colony"
"bat3","iron-man","bat3_iron-man",0,"zoo","tole","2014-colony","2017-colony"
"bat3","ivy","bat3_ivy",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat3","jenna-bat","bat3_jenna-bat",0,"zoo","gamboa","2014-colony","2017-colony"
"bat3","jupiter","bat3_jupiter",0,"zoo","lake.bayano","2014-colony","2019-colony"
"bat3","kelly","bat3_kelly",0,"zoo","lake.bayano","2014-colony","2019-colony"
"bat3","ldc","bat3_ldc",0,"zoo","tole","2014-colony","2017-colony"
"bat3","lds","bat3_lds",0,"zoo","tole","2014-colony","2017-colony"
"bat3","lilith","bat3_lilith",0,"zoo","lake.bayano","2014-colony","2019-colony"
"bat3","lily","bat3_lily",0.0433,"zoo","zoo","2014-colony","2014-colony"
"bat3","lilyson","bat3_lilyson",0,"zoo","zoo","2014-colony","2014-colony"
"bat3","lsd","bat3_lsd",0,"zoo","tole","2014-colony","2017-colony"
"bat3","lucy","bat3_lucy",0.2037,"zoo","zoo","2014-colony","2014-colony"
"bat3","lucyson","bat3_lucyson",0.1618,"zoo","zoo","2014-colony","2014-colony"
"bat3","mabel","bat3_mabel",0,"zoo","tole","2014-colony","2019-colony"
"bat3","marce","bat3_marce",0,"zoo","zoo","2014-colony","2014-colony"
"bat3","maribelo","bat3_maribelo",0.2316,"zoo","zoo","2014-colony","2014-colony"
"bat3","mina","bat3_mina",0,"zoo","zoo","2014-colony","2014-colony"
"bat3","mya","bat3_mya",0,"zoo","zoo","2014-colony","2014-colony"
"bat3","no-band","bat3_no-band",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat3","ola","bat3_ola",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat3","opal","bat3_opal",0,"zoo","chorrera","2014-colony","2019-colony"
"bat3","piper","bat3_piper",0,"zoo","chorrera","2014-colony","2019-colony"
"bat3","pixus","bat3_pixus",0,"zoo","zoo","2014-colony","2014-colony"
"bat3","queen","bat3_queen",0,"zoo","lake.bayano","2014-colony","2019-colony"
"bat3","r","bat3_r",0,"zoo","tole","2014-colony","2017-colony"
"bat3","rc","bat3_rc",0,"zoo","tole","2014-colony","2017-colony"
"bat3","rina","bat3_rina",0,"zoo","chorrera","2014-colony","2019-colony"
"bat3","s","bat3_s",0,"zoo","tole","2014-colony","2017-colony"
"bat3","sam1","bat3_sam1",0,"zoo","chilibre","2014-colony","2017-colony"
"bat3","sam2","bat3_sam2",0,"zoo","chilibre","2014-colony","2017-colony"
"bat3","sam5","bat3_sam5",0,"zoo","chilibre","2014-colony","2017-colony"
"bat3","sam6","bat3_sam6",0,"zoo","chilibre","2014-colony","2017-colony"
"bat3","sam7","bat3_sam7",0,"zoo","chilibre","2014-colony","2017-colony"
"bat3","sc","bat3_sc",0,"zoo","tole","2014-colony","2017-colony"
"bat3","scc","bat3_scc",0,"zoo","tole","2014-colony","2017-colony"
"bat3","scs","bat3_scs",0,"zoo","tole","2014-colony","2019-colony"
"bat3","sd","bat3_sd",0,"zoo","tole","2014-colony","2017-colony"
"bat3","shania","bat3_shania",0,"zoo","lake.bayano","2014-colony","2019-colony"
"bat3","sheldon","bat3_sheldon",0,"zoo","zoo","2014-colony","2014-colony"
"bat3","six","bat3_six",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat3","snow","bat3_snow",0.0745,"zoo","zoo","2014-colony","2014-colony"
"bat3","son-of-ola","bat3_son-of-ola",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat3","sonofzaria","bat3_sonofzaria",0.081,"zoo","zoo","2014-colony","2014-colony"
"bat3","speedster","bat3_speedster",0.1749,"zoo","zoo","2014-colony","2014-colony"
"bat3","spiderman","bat3_spiderman",0,"zoo","tole","2014-colony","2017-colony"
"bat3","ss","bat3_ss",0,"zoo","tole","2014-colony","2017-colony"
"bat3","sss","bat3_sss",0,"zoo","tole","2014-colony","2017-colony"
"bat3","streblick","bat3_streblick",0,"zoo","zoo","2014-colony","2014-colony"
"bat3","tes","bat3_tes",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat3","thecount","bat3_thecount",0,"zoo","zoo","2014-colony","2014-colony"
"bat3","tiffany","bat3_tiffany",0,"zoo","lake.bayano","2014-colony","2019-colony"
"bat3","toast","bat3_toast",0,"zoo","tole","2014-colony","2019-colony"
"bat3","una","bat3_una",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat3","vampirella","bat3_vampirella",0.1432,"zoo","zoo","2014-colony","2014-colony"
"bat3","vampison","bat3_vampison",NA,"zoo","zoo","2014-colony","2014-colony"
"bat3","veronica","bat3_veronica",0,"zoo","zoo","2014-colony","2014-colony"
"bat3","vixen","bat3_vixen",0,"zoo","chorrera","2014-colony","2019-colony"
"bat3","vlad","bat3_vlad",0.0181,"zoo","zoo","2014-colony","2014-colony"
"bat3","war-machine","bat3_war-machine",0,"zoo","tole","2014-colony","2017-colony"
"bat3","whimsey","bat3_whimsey",0.1169,"zoo","zoo","2014-colony","2014-colony"
"bat3","winona","bat3_winona",0,"zoo","chorrera","2014-colony","2019-colony"
"bat3","zaria","bat3_zaria",0.0228,"zoo","zoo","2014-colony","2014-colony"
"bat3","zarison","bat3_zarison",0,"zoo","zoo","2014-colony","2014-colony"
"bat3","zelda","bat3_zelda",0,"zoo","chorrera","2014-colony","2019-colony"
"bat4","alicia","alicia_bat4",0,"zoo","chorrera","2014-colony","2019-colony"
"bat4","bat1","bat1_bat4",0.2724,"zoo","zoo","2014-colony","2014-colony"
"bat4","bat2","bat2_bat4",0.5,"zoo","zoo","2014-colony","2014-colony"
"bat4","bat3","bat3_bat4",0.4625,"zoo","zoo","2014-colony","2014-colony"
"bat4","bat5","bat4_bat5",0.3523,"zoo","zoo","2014-colony","2014-colony"
"bat4","bat6","bat4_bat6",0,"zoo","zoo","2014-colony","2014-colony"
"bat4","bat7","bat4_bat7",0.1686,"zoo","zoo","2014-colony","2014-colony"
"bat4","bella","bat4_bella",0,"zoo","zoo","2014-colony","2014-colony"
"bat4","betty","bat4_betty",0,"zoo","tole","2014-colony","2019-colony"
"bat4","black-panther","bat4_black-panther",0,"zoo","tole","2014-colony","2017-colony"
"bat4","c","bat4_c",0,"zoo","tole","2014-colony","2017-colony"
"bat4","captain-america","bat4_captain-america",0,"zoo","tole","2014-colony","2017-colony"
"bat4","cat","bat4_cat",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat4","cc","bat4_cc",0,"zoo","tole","2014-colony","2017-colony"
"bat4","ccc","bat4_ccc",0,"zoo","tole","2014-colony","2017-colony"
"bat4","ccs","bat4_ccs",0,"zoo","tole","2014-colony","2017-colony"
"bat4","cd","bat4_cd",0,"zoo","tole","2014-colony","2017-colony"
"bat4","cerce","bat4_cerce",0.0327,"zoo","zoo","2014-colony","2014-colony"
"bat4","cerceson","bat4_cerceson",0,"zoo","zoo","2014-colony","2014-colony"
"bat4","cindy","bat4_cindy",0,"zoo","tole","2014-colony","2019-colony"
"bat4","countess","bat4_countess",0,"zoo","zoo","2014-colony","2014-colony"
"bat4","cs","bat4_cs",0,"zoo","tole","2014-colony","2017-colony"
"bat4","csc","bat4_csc",0,"zoo","tole","2014-colony","2017-colony"
"bat4","d","bat4_d",0,"zoo","tole","2014-colony","2019-colony"
"bat4","daredevil","bat4_daredevil",0,"zoo","tole","2014-colony","2017-colony"
"bat4","dcd","bat4_dcd",0,"zoo","tole","2014-colony","2017-colony"
"bat4","dd","bat4_dd",0,"zoo","tole","2014-colony","2017-colony"
"bat4","ddd","bat4_ddd",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat4","ddld","bat4_ddld",0,"zoo","tole","2014-colony","2017-colony"
"bat4","desi","bat4_desi",0,"zoo","zoo","2014-colony","2014-colony"
"bat4","dos","bat4_dos",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat4","dr","bat4_dr",0,"zoo","tole","2014-colony","2017-colony"
"bat4","dr-strange","bat4_dr-strange",0,"zoo","tole","2014-colony","2017-colony"
"bat4","ds","bat4_ds",0,"zoo","tole","2014-colony","2017-colony"
"bat4","esther","bat4_esther",0,"zoo","tole","2014-colony","2019-colony"
"bat4","eve","bat4_eve",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat4","falcon","bat4_falcon",0,"zoo","tole","2014-colony","2017-colony"
"bat4","flapper","bat4_flapper",0,"zoo","zoo","2014-colony","2014-colony"
"bat4","fran","bat4_fran",0,"zoo","tole","2014-colony","2019-colony"
"bat4","fuschia","bat4_fuschia",0,"zoo","zoo","2014-colony","2014-colony"
"bat4","gayle","bat4_gayle",0,"zoo","tole","2014-colony","2019-colony"
"bat4","gelfing","bat4_gelfing",0.0324,"zoo","zoo","2014-colony","2014-colony"
"bat4","green-arrow","bat4_green-arrow",0,"zoo","tole","2014-colony","2017-colony"
"bat4","gremlin","bat4_gremlin",0.086,"zoo","zoo","2014-colony","2014-colony"
"bat4","helsing","bat4_helsing",0.2636,"zoo","zoo","2014-colony","2014-colony"
"bat4","hera","bat4_hera",0,"zoo","tole","2014-colony","2019-colony"
"bat4","hilga","bat4_hilga",0,"zoo","tole","2014-colony","2017-colony"
"bat4","houdini","bat4_houdini",0.0267,"zoo","zoo","2014-colony","2014-colony"
"bat4","hulk","bat4_hulk",0,"zoo","tole","2014-colony","2017-colony"
"bat4","irma","bat4_irma",0,"zoo","lake.bayano","2014-colony","2019-colony"
"bat4","iron-man","bat4_iron-man",0,"zoo","tole","2014-colony","2017-colony"
"bat4","ivy","bat4_ivy",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat4","jenna-bat","bat4_jenna-bat",0,"zoo","gamboa","2014-colony","2017-colony"
"bat4","jupiter","bat4_jupiter",0,"zoo","lake.bayano","2014-colony","2019-colony"
"bat4","kelly","bat4_kelly",0,"zoo","lake.bayano","2014-colony","2019-colony"
"bat4","ldc","bat4_ldc",0,"zoo","tole","2014-colony","2017-colony"
"bat4","lds","bat4_lds",0,"zoo","tole","2014-colony","2017-colony"
"bat4","lilith","bat4_lilith",0,"zoo","lake.bayano","2014-colony","2019-colony"
"bat4","lily","bat4_lily",0,"zoo","zoo","2014-colony","2014-colony"
"bat4","lilyson","bat4_lilyson",0,"zoo","zoo","2014-colony","2014-colony"
"bat4","lsd","bat4_lsd",0,"zoo","tole","2014-colony","2017-colony"
"bat4","lucy","bat4_lucy",0.1693,"zoo","zoo","2014-colony","2014-colony"
"bat4","lucyson","bat4_lucyson",0,"zoo","zoo","2014-colony","2014-colony"
"bat4","mabel","bat4_mabel",0,"zoo","tole","2014-colony","2019-colony"
"bat4","marce","bat4_marce",0,"zoo","zoo","2014-colony","2014-colony"
"bat4","maribelo","bat4_maribelo",0.1164,"zoo","zoo","2014-colony","2014-colony"
"bat4","mina","bat4_mina",0,"zoo","zoo","2014-colony","2014-colony"
"bat4","mya","bat4_mya",0,"zoo","zoo","2014-colony","2014-colony"
"bat4","no-band","bat4_no-band",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat4","ola","bat4_ola",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat4","opal","bat4_opal",0,"zoo","chorrera","2014-colony","2019-colony"
"bat4","piper","bat4_piper",0,"zoo","chorrera","2014-colony","2019-colony"
"bat4","pixus","bat4_pixus",0,"zoo","zoo","2014-colony","2014-colony"
"bat4","queen","bat4_queen",0,"zoo","lake.bayano","2014-colony","2019-colony"
"bat4","r","bat4_r",0,"zoo","tole","2014-colony","2017-colony"
"bat4","rc","bat4_rc",0,"zoo","tole","2014-colony","2017-colony"
"bat4","rina","bat4_rina",0,"zoo","chorrera","2014-colony","2019-colony"
"bat4","s","bat4_s",0,"zoo","tole","2014-colony","2017-colony"
"bat4","sam1","bat4_sam1",0,"zoo","chilibre","2014-colony","2017-colony"
"bat4","sam2","bat4_sam2",0,"zoo","chilibre","2014-colony","2017-colony"
"bat4","sam5","bat4_sam5",0,"zoo","chilibre","2014-colony","2017-colony"
"bat4","sam6","bat4_sam6",0,"zoo","chilibre","2014-colony","2017-colony"
"bat4","sam7","bat4_sam7",0,"zoo","chilibre","2014-colony","2017-colony"
"bat4","sc","bat4_sc",0,"zoo","tole","2014-colony","2017-colony"
"bat4","scc","bat4_scc",0,"zoo","tole","2014-colony","2017-colony"
"bat4","scs","bat4_scs",0,"zoo","tole","2014-colony","2019-colony"
"bat4","sd","bat4_sd",0,"zoo","tole","2014-colony","2017-colony"
"bat4","shania","bat4_shania",0,"zoo","lake.bayano","2014-colony","2019-colony"
"bat4","sheldon","bat4_sheldon",0,"zoo","zoo","2014-colony","2014-colony"
"bat4","six","bat4_six",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat4","snow","bat4_snow",0.0244,"zoo","zoo","2014-colony","2014-colony"
"bat4","son-of-ola","bat4_son-of-ola",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat4","sonofzaria","bat4_sonofzaria",0,"zoo","zoo","2014-colony","2014-colony"
"bat4","speedster","bat4_speedster",0,"zoo","zoo","2014-colony","2014-colony"
"bat4","spiderman","bat4_spiderman",0,"zoo","tole","2014-colony","2017-colony"
"bat4","ss","bat4_ss",0,"zoo","tole","2014-colony","2017-colony"
"bat4","sss","bat4_sss",0,"zoo","tole","2014-colony","2017-colony"
"bat4","streblick","bat4_streblick",0,"zoo","zoo","2014-colony","2014-colony"
"bat4","tes","bat4_tes",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat4","thecount","bat4_thecount",0,"zoo","zoo","2014-colony","2014-colony"
"bat4","tiffany","bat4_tiffany",0,"zoo","lake.bayano","2014-colony","2019-colony"
"bat4","toast","bat4_toast",0,"zoo","tole","2014-colony","2019-colony"
"bat4","una","bat4_una",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat4","vampirella","bat4_vampirella",0,"zoo","zoo","2014-colony","2014-colony"
"bat4","vampison","bat4_vampison",NA,"zoo","zoo","2014-colony","2014-colony"
"bat4","veronica","bat4_veronica",0,"zoo","zoo","2014-colony","2014-colony"
"bat4","vixen","bat4_vixen",0,"zoo","chorrera","2014-colony","2019-colony"
"bat4","vlad","bat4_vlad",0,"zoo","zoo","2014-colony","2014-colony"
"bat4","war-machine","bat4_war-machine",0,"zoo","tole","2014-colony","2017-colony"
"bat4","whimsey","bat4_whimsey",0.0368,"zoo","zoo","2014-colony","2014-colony"
"bat4","winona","bat4_winona",0,"zoo","chorrera","2014-colony","2019-colony"
"bat4","zaria","bat4_zaria",0.1041,"zoo","zoo","2014-colony","2014-colony"
"bat4","zarison","bat4_zarison",0,"zoo","zoo","2014-colony","2014-colony"
"bat4","zelda","bat4_zelda",0,"zoo","chorrera","2014-colony","2019-colony"
"bat5","alicia","alicia_bat5",0,"zoo","chorrera","2014-colony","2019-colony"
"bat5","bat1","bat1_bat5",0.4463,"zoo","zoo","2014-colony","2014-colony"
"bat5","bat2","bat2_bat5",0.2241,"zoo","zoo","2014-colony","2014-colony"
"bat5","bat3","bat3_bat5",0.2214,"zoo","zoo","2014-colony","2014-colony"
"bat5","bat4","bat4_bat5",0.3523,"zoo","zoo","2014-colony","2014-colony"
"bat5","bat6","bat5_bat6",0.2571,"zoo","zoo","2014-colony","2014-colony"
"bat5","bat7","bat5_bat7",0,"zoo","zoo","2014-colony","2014-colony"
"bat5","bella","bat5_bella",0,"zoo","zoo","2014-colony","2014-colony"
"bat5","betty","bat5_betty",0,"zoo","tole","2014-colony","2019-colony"
"bat5","black-panther","bat5_black-panther",0,"zoo","tole","2014-colony","2017-colony"
"bat5","c","bat5_c",0,"zoo","tole","2014-colony","2017-colony"
"bat5","captain-america","bat5_captain-america",0,"zoo","tole","2014-colony","2017-colony"
"bat5","cat","bat5_cat",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat5","cc","bat5_cc",0,"zoo","tole","2014-colony","2017-colony"
"bat5","ccc","bat5_ccc",0,"zoo","tole","2014-colony","2017-colony"
"bat5","ccs","bat5_ccs",0,"zoo","tole","2014-colony","2017-colony"
"bat5","cd","bat5_cd",0,"zoo","tole","2014-colony","2017-colony"
"bat5","cerce","bat5_cerce",0,"zoo","zoo","2014-colony","2014-colony"
"bat5","cerceson","bat5_cerceson",0.0062,"zoo","zoo","2014-colony","2014-colony"
"bat5","cindy","bat5_cindy",0,"zoo","tole","2014-colony","2019-colony"
"bat5","countess","bat5_countess",0.1407,"zoo","zoo","2014-colony","2014-colony"
"bat5","cs","bat5_cs",0,"zoo","tole","2014-colony","2017-colony"
"bat5","csc","bat5_csc",0,"zoo","tole","2014-colony","2017-colony"
"bat5","d","bat5_d",0,"zoo","tole","2014-colony","2019-colony"
"bat5","daredevil","bat5_daredevil",0,"zoo","tole","2014-colony","2017-colony"
"bat5","dcd","bat5_dcd",0,"zoo","tole","2014-colony","2017-colony"
"bat5","dd","bat5_dd",0,"zoo","tole","2014-colony","2017-colony"
"bat5","ddd","bat5_ddd",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat5","ddld","bat5_ddld",0,"zoo","tole","2014-colony","2017-colony"
"bat5","desi","bat5_desi",0,"zoo","zoo","2014-colony","2014-colony"
"bat5","dos","bat5_dos",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat5","dr","bat5_dr",0,"zoo","tole","2014-colony","2017-colony"
